time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010450950000	11.4648	21.0427	4.91525	3.15279	0.586356	radar	1.12168	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.2647	21.0304	4.80343	3.18483	0.590866	lidar	0.683112	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	11.0044	20.9941	4.85976	3.22281	0.599748	radar	4.22759	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	10.8091	20.9517	4.74357	3.26143	0.610291	lidar	0.508763	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	10.5703	20.9435	4.625	3.27674	0.584942	radar	5.21238	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.2674	20.9789	4.80927	3.27608	0.552023	lidar	3.59643	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.0335	20.9576	4.79218	3.29833	0.546104	radar	0.998227	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	9.8592	20.914	4.64783	3.33207	0.555219	lidar	1.39378	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.6494	20.8928	4.46352	3.34538	0.531847	radar	1.84385	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.46529	20.8431	4.38577	3.37627	0.537576	lidar	0.399241	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.25922	20.795	4.40688	3.40342	0.540394	radar	1.37891	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	8.92706	20.7744	4.67284	3.40092	0.506203	lidar	3.60433	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.72421	20.6924	4.64339	3.43726	0.519132	radar	4.16628	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.41808	20.6155	4.83782	3.4535	0.505841	lidar	3.24297	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.19012	20.5361	4.84717	3.48041	0.50819	radar	0.0381129	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	7.93693	20.4574	4.90354	3.50018	0.50158	lidar	0.174635	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.71855	20.3735	4.95102	3.52829	0.509362	radar	3.26703	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.37784	20.317	5.18385	3.52024	0.472107	lidar	3.10503	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.14101	20.2237	5.11971	3.54002	0.464892	radar	0.343555	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	6.87113	20.1388	5.18978	3.55108	0.451742	lidar	0.358823	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.64695	20.0484	5.09927	3.5685	0.443955	radar	0.683857	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
